PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22535208","PaxDb, a database of protein abundance averages across all three domains of life","Wang M, Weiss M, Simonovic M, Haertinger G, Schrimpf SP, Hengartner MO, von Mering C.","Mol Cell Proteomics. 2012 Aug;11(8):492-500. doi: 10.1074/mcp.O111.014704. Epub 2012 Apr 24.","Wang M","Mol Cell Proteomics","2012","2012/04/27","PMC3412977","","10.1074/mcp.O111.014704"
"33723253","Hierarchized phosphotarget binding by the seven human 14-3-3 isoforms","Gogl G, Tugaeva KV, Eberling P, Kostmann C, Trave G, Sluchanko NN.","Nat Commun. 2021 Mar 15;12(1):1677. doi: 10.1038/s41467-021-21908-8.","Gogl G","Nat Commun","2021","2021/03/16","PMC7961048","","10.1038/s41467-021-21908-8"
"36452865","Grabody B, an IGF1 receptor-based shuttle, mediates efficient delivery of biologics across the blood-brain barrier","Shin JW, An S, Kim D, Kim H, Ahn J, Eom J, You WK, Yun H, Lee B, Sung B, Jung J, Kim S, Son Y, Sung E, Lee H, Lee S, Song D, Pak Y, Sandhu JK, Haqqani AS, Stanimirovic DB, Yoo J, Kim D, Maeng S, Lee J, Lee SH.","Cell Rep Methods. 2022 Nov 21;2(11):100338. doi: 10.1016/j.crmeth.2022.100338. eCollection 2022 Nov 21.","Shin JW","Cell Rep Methods","2022","2022/12/01","PMC9701613","","10.1016/j.crmeth.2022.100338"
"25950722","Accounting for experimental noise reveals that mRNA levels, amplified by post-transcriptional processes, largely determine steady-state protein levels in yeast","Csárdi G, Franks A, Choi DS, Airoldi EM, Drummond DA.","PLoS Genet. 2015 May 7;11(5):e1005206. doi: 10.1371/journal.pgen.1005206. eCollection 2015 May.","Csárdi G","PLoS Genet","2015","2015/05/08","PMC4423881","","10.1371/journal.pgen.1005206"
"27260512","Selection for reduced translation costs at the intronic 5' end in fungi","Zafrir Z, Zur H, Tuller T.","DNA Res. 2016 Aug;23(4):377-94. doi: 10.1093/dnares/dsw019. Epub 2016 Jun 2.","Zafrir Z","DNA Res","2016","2016/06/05","PMC4991832","","10.1093/dnares/dsw019"
"33805243","Label-Free Quantitative Proteomic Analysis of Nitrogen Starvation in Arabidopsis Root Reveals New Aspects of H(2)S Signaling by Protein Persulfidation","Jurado-Flores A, Romero LC, Gotor C.","Antioxidants (Basel). 2021 Mar 24;10(4):508. doi: 10.3390/antiox10040508.","Jurado-Flores A","Antioxidants (Basel)","2021","2021/04/03","PMC8064375","","10.3390/antiox10040508"
"36748112","Extending the Range of SLIM-Labeling Applications: From Human Cell Lines in Culture to Caenorhabditis elegans Whole-Organism Labeling","Lignieres L, Sénécaut N, Dang T, Bellutti L, Hamon M, Terrier S, Legros V, Chevreux G, Lelandais G, Mège RM, Dumont J, Camadro JM.","J Proteome Res. 2023 Mar 3;22(3):996-1002. doi: 10.1021/acs.jproteome.2c00699. Epub 2023 Feb 6.","Lignieres L","J Proteome Res","2023","2023/02/07","PMC9990122","","10.1021/acs.jproteome.2c00699"
"35113396","Subcellular Proteomics as a Unified Approach of Experimental Localizations and Computed Prediction Data for Arabidopsis and Crop Plants","Hooper CM, Castleden IR, Tanz SK, Grasso SV, Millar AH.","Adv Exp Med Biol. 2021;1346:67-89. doi: 10.1007/978-3-030-80352-0_4.","Hooper CM","Adv Exp Med Biol","2021","2022/02/03","","","10.1007/978-3-030-80352-0_4"
"24648465","Cross-species proteomics reveals specific modulation of signaling in cancer and stromal cells by phosphoinositide 3-kinase (PI3K) inhibitors","Rajeeve V, Vendrell I, Wilkes E, Torbett N, Cutillas PR.","Mol Cell Proteomics. 2014 Jun;13(6):1457-70. doi: 10.1074/mcp.M113.035204. Epub 2014 Mar 19.","Rajeeve V","Mol Cell Proteomics","2014","2014/03/21","PMC4047466","","10.1074/mcp.M113.035204"
"24347637","Identification of secreted bacterial proteins by noncanonical amino acid tagging","Mahdavi A, Szychowski J, Ngo JT, Sweredoski MJ, Graham RL, Hess S, Schneewind O, Mazmanian SK, Tirrell DA.","Proc Natl Acad Sci U S A. 2014 Jan 7;111(1):433-8. doi: 10.1073/pnas.1301740111. Epub 2013 Dec 17.","Mahdavi A","Proc Natl Acad Sci U S A","2014","2013/12/19","PMC3890788","","10.1073/pnas.1301740111"
"29377894","The extent of ribosome queuing in budding yeast","Diament A, Feldman A, Schochet E, Kupiec M, Arava Y, Tuller T.","PLoS Comput Biol. 2018 Jan 29;14(1):e1005951. doi: 10.1371/journal.pcbi.1005951. eCollection 2018 Jan.","Diament A","PLoS Comput Biol","2018","2018/01/30","PMC5805374","","10.1371/journal.pcbi.1005951"
"24489691","Deep imaging: how much of the proteome does current top-down technology already resolve?","Wright EP, Prasad KA, Padula MP, Coorssen JR.","PLoS One. 2014 Jan 28;9(1):e86058. doi: 10.1371/journal.pone.0086058. eCollection 2014.","Wright EP","PLoS One","2014","2014/02/04","PMC3904854","","10.1371/journal.pone.0086058"
"24974296","Global analysis of cellular proteolysis by selective enzymatic labeling of protein N-termini","Wiita AP, Seaman JE, Wells JA.","Methods Enzymol. 2014;544:327-58. doi: 10.1016/B978-0-12-417158-9.00013-3.","Wiita AP","Methods Enzymol","2014","2014/06/30","PMC4260929","NIHMS646460","10.1016/B978-0-12-417158-9.00013-3"
"28855614","Predicting synonymous codon usage and optimizing the heterologous gene for expression in E. coli","Tian J, Yan Y, Yue Q, Liu X, Chu X, Wu N, Fan Y.","Sci Rep. 2017 Aug 30;7(1):9926. doi: 10.1038/s41598-017-10546-0.","Tian J","Sci Rep","2017","2017/09/01","PMC5577221","","10.1038/s41598-017-10546-0"
"28289571","Differential bicodon usage in lowly and highly abundant proteins","Diambra LA.","PeerJ. 2017 Mar 9;5:e3081. doi: 10.7717/peerj.3081. eCollection 2017.","Diambra LA","PeerJ","2017","2017/03/15","PMC5346287","","10.7717/peerj.3081"
"26750110","Direct and Absolute Quantification of over 1800 Yeast Proteins via Selected Reaction Monitoring","Lawless C, Holman SW, Brownridge P, Lanthaler K, Harman VM, Watkins R, Hammond DE, Miller RL, Sims PF, Grant CM, Eyers CE, Beynon RJ, Hubbard SJ.","Mol Cell Proteomics. 2016 Apr;15(4):1309-22. doi: 10.1074/mcp.M115.054288. Epub 2016 Jan 10.","Lawless C","Mol Cell Proteomics","2016","2016/01/12","PMC4824857","","10.1074/mcp.M115.054288"
"28725465","Network analyses based on comprehensive molecular interaction maps reveal robust control structures in yeast stress response pathways","Kawakami E, Singh VK, Matsubara K, Ishii T, Matsuoka Y, Hase T, Kulkarni P, Siddiqui K, Kodilkar J, Danve N, Subramanian I, Katoh M, Shimizu-Yoshida Y, Ghosh S, Jere A, Kitano H.","NPJ Syst Biol Appl. 2016 Jan 7;2:15018. doi: 10.1038/npjsba.2015.18. eCollection 2016.","Kawakami E","NPJ Syst Biol Appl","2016","2017/07/21","PMC5516916","","10.1038/npjsba.2015.18"
"28842485","The MukB-topoisomerase IV interaction is required for proper chromosome compaction","Kumar R, Nurse P, Bahng S, Lee CM, Marians KJ.","J Biol Chem. 2017 Oct 13;292(41):16921-16932. doi: 10.1074/jbc.M117.803346. Epub 2017 Aug 25.","Kumar R","J Biol Chem","2017","2017/08/27","PMC5641886","","10.1074/jbc.M117.803346"
"39724131","Computational Analysis of MDR1 Variants Predicts Effect on Cancer Cells via their Effect on mRNA Folding","Gutman T, Tuller T.","PLoS Comput Biol. 2024 Dec 26;20(12):e1012685. doi: 10.1371/journal.pcbi.1012685. eCollection 2024 Dec.","Gutman T","PLoS Comput Biol","2024","2024/12/26","PMC11670953","","10.1371/journal.pcbi.1012685"
"39032654","Kinase-catalyzed biotinylation for discovery and validation of substrates to multispecificity kinases NME1 and NME2","Gary CR, Acharige NPN, Oyewumi TO, Pflum MKH.","J Biol Chem. 2024 Aug;300(8):107588. doi: 10.1016/j.jbc.2024.107588. Epub 2024 Jul 18.","Gary CR","J Biol Chem","2024","2024/07/20","PMC11375270","","10.1016/j.jbc.2024.107588"
"40381888","Data-Driven Extraction of Human Kinase-Substrate Relationships From Omics Datasets","Maier BD, Petursson B, Lussana A, Petsalaki E.","Mol Cell Proteomics. 2025 Aug;24(8):100994. doi: 10.1016/j.mcpro.2025.100994. Epub 2025 May 15.","Maier BD","Mol Cell Proteomics","2025","2025/05/17","PMC12359690","","10.1016/j.mcpro.2025.100994"
"25721607","Web resources for mass spectrometry-based proteomics","Chen T, Zhao J, Ma J, Zhu Y.","Genomics Proteomics Bioinformatics. 2015 Feb;13(1):36-9. doi: 10.1016/j.gpb.2015.01.004. Epub 2015 Feb 23.","Chen T","Genomics Proteomics Bioinformatics","2015","2015/02/28","PMC4411487","","10.1016/j.gpb.2015.01.004"
"32624739","Bicistronic expression strategy for high-level expression of recombinant proteins in Corynebacterium glutamicum","Liu X, Zhao Z, Zhang W, Sun Y, Yang Y, Bai Z.","Eng Life Sci. 2017 Aug 14;17(10):1118-1125. doi: 10.1002/elsc.201700087. eCollection 2017 Oct.","Liu X","Eng Life Sci","2017","2020/07/07","PMC6999366","","10.1002/elsc.201700087"
"23752268","The functional interactome landscape of the human histone deacetylase family","Joshi P, Greco TM, Guise AJ, Luo Y, Yu F, Nesvizhskii AI, Cristea IM.","Mol Syst Biol. 2013;9:672. doi: 10.1038/msb.2013.26.","Joshi P","Mol Syst Biol","2013","2013/06/12","PMC3964310","","10.1038/msb.2013.26"
"38324614","Analyzing the correlation between protein expression and sequence-related features of mRNA and protein in Escherichia coli K-12 MG1655 model","Truong NHM, T Vo N, Nguyen BT, Huynh ST, Nguyen HD.","PLoS One. 2024 Feb 7;19(2):e0288526. doi: 10.1371/journal.pone.0288526. eCollection 2024.","Truong NHM","PLoS One","2024","2024/02/07","PMC10849221","","10.1371/journal.pone.0288526"
"23945934","Functional assignment of KEOPS/EKC complex subunits in the biosynthesis of the universal t6A tRNA modification","Perrochia L, Guetta D, Hecker A, Forterre P, Basta T.","Nucleic Acids Res. 2013 Nov;41(20):9484-99. doi: 10.1093/nar/gkt720. Epub 2013 Aug 14.","Perrochia L","Nucleic Acids Res","2013","2013/08/16","PMC3814370","","10.1093/nar/gkt720"
"24173663","Ultrasensitive and fast bottom-up analysis of femtogram amounts of complex proteome digests","Sun L, Zhu G, Zhao Y, Yan X, Mou S, Dovichi NJ.","Angew Chem Int Ed Engl. 2013 Dec 16;52(51):13661-4. doi: 10.1002/anie.201308139. Epub 2013 Oct 31.","Sun L","Angew Chem Int Ed Engl","2013","2013/11/01","PMC3904452","NIHMS544811","10.1002/anie.201308139"
"24277689","The complex evolutionary dynamics of Hsp70s: a genomic and functional perspective","Kominek J, Marszalek J, Neuvéglise C, Craig EA, Williams BL.","Genome Biol Evol. 2013;5(12):2460-77. doi: 10.1093/gbe/evt192.","Kominek J","Genome Biol Evol","2013","2013/11/27","PMC3879978","","10.1093/gbe/evt192"
"29741573","ProteomeVis: a web app for exploration of protein properties from structure to sequence evolution across organisms' proteomes","Razban RM, Gilson AI, Durfee N, Strobelt H, Dinkla K, Choi JM, Pfister H, Shakhnovich EI.","Bioinformatics. 2018 Oct 15;34(20):3557-3565. doi: 10.1093/bioinformatics/bty370.","Razban RM","Bioinformatics","2018","2018/05/10","PMC6184454","","10.1093/bioinformatics/bty370"
"26944343","Natural Genetic Variation Differentially Affects the Proteome and Transcriptome in Caenorhabditis elegans","Kamkina P, Snoek LB, Grossmann J, Volkers RJ, Sterken MG, Daube M, Roschitzki B, Fortes C, Schlapbach R, Roth A, von Mering C, Hengartner MO, Schrimpf SP, Kammenga JE.","Mol Cell Proteomics. 2016 May;15(5):1670-80. doi: 10.1074/mcp.M115.052548. Epub 2016 Mar 4.","Kamkina P","Mol Cell Proteomics","2016","2016/03/06","PMC4858947","","10.1074/mcp.M115.052548"
"28079140","Methionine residues around phosphorylation sites are preferentially oxidized in vivo under stress conditions","Veredas FJ, Cantón FR, Aledo JC.","Sci Rep. 2017 Jan 12;7:40403. doi: 10.1038/srep40403.","Veredas FJ","Sci Rep","2017","2017/01/13","PMC5227694","","10.1038/srep40403"
"29142707","Systematic and site-specific analysis of N-sialoglycosylated proteins on the cell surface by integrating click chemistry and MS-based proteomics","Chen W, Smeekens JM, Wu R.","Chem Sci. 2015 Aug 1;6(8):4681-4689. doi: 10.1039/c5sc01124h. Epub 2015 May 26.","Chen W","Chem Sci","2015","2017/11/17","PMC5667505","","10.1039/c5sc01124h"
"28143396","Unsupervised detection of regulatory gene expression information in different genomic regions enables gene expression ranking","Zafrir Z, Tuller T.","BMC Bioinformatics. 2017 Feb 1;18(1):77. doi: 10.1186/s12859-017-1497-z.","Zafrir Z","BMC Bioinformatics","2017","2017/02/02","PMC5286865","","10.1186/s12859-017-1497-z"
"39519170","SARS-CoV-2 Displays a Suboptimal Codon Usage Bias for Efficient Translation in Human Cells Diverted by Hijacking the tRNA Epitranscriptome","Eldin P, David A, Hirtz C, Battini JL, Briant L.","Int J Mol Sci. 2024 Oct 29;25(21):11614. doi: 10.3390/ijms252111614.","Eldin P","Int J Mol Sci","2024","2024/11/09","PMC11546939","","10.3390/ijms252111614"
"25650959","Global mRNA selection mechanisms for translation initiation","Costello J, Castelli LM, Rowe W, Kershaw CJ, Talavera D, Mohammad-Qureshi SS, Sims PF, Grant CM, Pavitt GD, Hubbard SJ, Ashe MP.","Genome Biol. 2015 Jan 5;16(1):10. doi: 10.1186/s13059-014-0559-z.","Costello J","Genome Biol","2015","2015/02/05","PMC4302535","","10.1186/s13059-014-0559-z"
"26673865","Protein aggregation, structural disorder and RNA-binding ability: a new approach for physico-chemical and gene ontology classification of multiple datasets","Klus P, Ponti RD, Livi CM, Tartaglia GG.","BMC Genomics. 2015 Dec 16;16:1071. doi: 10.1186/s12864-015-2280-z.","Klus P","BMC Genomics","2015","2015/12/18","PMC4681139","","10.1186/s12864-015-2280-z"
"30111366","Systems level expression correlation of Ras GTPase regulators","Besray Unal E, Kiel C, Benisty H, Campbell A, Pickering K, Blüthgen N, Sansom OJ, Serrano L.","Cell Commun Signal. 2018 Aug 15;16(1):46. doi: 10.1186/s12964-018-0256-8.","Besray Unal E","Cell Commun Signal","2018","2018/08/17","PMC6094892","","10.1186/s12964-018-0256-8"
"40661473","Translation Accuracy in E. coli","Stikeleather R, Ali F, Ho WC, Licknack T, Lynch M.","bioRxiv [Preprint]. 2025 Jun 11:2025.04.18.649569. doi: 10.1101/2025.04.18.649569.","Stikeleather R","bioRxiv","2025","2025/07/15","PMC12258882","","10.1101/2025.04.18.649569"
"41022793","Visualization of liquid-liquid phase transitions using a tiny G-quadruplex binding protein","Sahoo BR, Deng X, Wong EL, Clark N, Yang HJ, Kovalenko A, Subramanian V, Guzman BB, Harris SE, Dehury B, Miyashita E, Damon Hoff J, Kocman V, Saito H, Dominguez D, Plavec J, Bardwell JCA.","Nat Commun. 2025 Sep 29;16(1):8578. doi: 10.1038/s41467-025-63597-7.","Sahoo BR","Nat Commun","2025","2025/09/29","PMC12480911","","10.1038/s41467-025-63597-7"
"25910242","The structure of the PanD/PanZ protein complex reveals negative feedback regulation of pantothenate biosynthesis by coenzyme A","Monteiro DCF, Patel V, Bartlett CP, Nozaki S, Grant TD, Gowdy JA, Thompson GS, Kalverda AP, Snell EH, Niki H, Pearson AR, Webb ME.","Chem Biol. 2015 Apr 23;22(4):492-503. doi: 10.1016/j.chembiol.2015.03.017.","Monteiro DCF","Chem Biol","2015","2015/04/25","PMC4410942","","10.1016/j.chembiol.2015.03.017"
"34101805","On the specificity of protein-protein interactions in the context of disorder","Teilum K, Olsen JG, Kragelund BB.","Biochem J. 2021 Jun 11;478(11):2035-2050. doi: 10.1042/BCJ20200828.","Teilum K","Biochem J","2021","2021/06/08","PMC8203207","","10.1042/BCJ20200828"
"24934728","Phenotype prediction based on genome-wide DNA methylation data","Wilhelm T.","BMC Bioinformatics. 2014 Jun 17;15:193. doi: 10.1186/1471-2105-15-193.","Wilhelm T","BMC Bioinformatics","2014","2014/06/18","PMC4073816","","10.1186/1471-2105-15-193"
"38700511","Application of quantitative protein mass spectrometric data in the early predictive analysis of membrane-bound target engagement by monoclonal antibodies","Sepp A, Muliaditan M.","MAbs. 2024 Jan-Dec;16(1):2324485. doi: 10.1080/19420862.2024.2324485. Epub 2024 Mar 4.","Sepp A","MAbs","2024","2024/05/03","PMC10936618","","10.1080/19420862.2024.2324485"
"34360784","Occurrence of Calcium Oscillations in Human Spermatozoa Is Based on Spatial Signaling Enzymes Distribution","Korobkin J, Balabin FA, Yakovenko SA, Simonenko EY, Sveshnikova AN.","Int J Mol Sci. 2021 Jul 27;22(15):8018. doi: 10.3390/ijms22158018.","Korobkin J","Int J Mol Sci","2021","2021/08/07","PMC8347727","","10.3390/ijms22158018"
"26985669","Natural Genetic Variation Influences Protein Abundances in C. elegans Developmental Signalling Pathways","Singh KD, Roschitzki B, Snoek LB, Grossmann J, Zheng X, Elvin M, Kamkina P, Schrimpf SP, Poulin GB, Kammenga JE, Hengartner MO.","PLoS One. 2016 Mar 17;11(3):e0149418. doi: 10.1371/journal.pone.0149418. eCollection 2016.","Singh KD","PLoS One","2016","2016/03/18","PMC4795773","","10.1371/journal.pone.0149418"
"28693620","Development of an in silico method for the identification of subcomplexes involved in the biogenesis of multiprotein complexes in Saccharomyces cerevisiae","Glatigny A, Gambette P, Bourand-Plantefol A, Dujardin G, Mucchielli-Giorgi MH.","BMC Syst Biol. 2017 Jul 11;11(1):67. doi: 10.1186/s12918-017-0442-0.","Glatigny A","BMC Syst Biol","2017","2017/07/12","PMC5504824","","10.1186/s12918-017-0442-0"
"28705884","Quantitative analysis of protein interaction network dynamics in yeast","Celaj A, Schlecht U, Smith JD, Xu W, Suresh S, Miranda M, Aparicio AM, Proctor M, Davis RW, Roth FP, St Onge RP.","Mol Syst Biol. 2017 Jul 13;13(7):934. doi: 10.15252/msb.20177532.","Celaj A","Mol Syst Biol","2017","2017/07/15","PMC5527849","","10.15252/msb.20177532"
"28135269","An Asymmetrically Balanced Organization of Kinases versus Phosphatases across Eukaryotes Determines Their Distinct Impacts","Smoly I, Shemesh N, Ziv-Ukelson M, Ben-Zvi A, Yeger-Lotem E.","PLoS Comput Biol. 2017 Jan 30;13(1):e1005221. doi: 10.1371/journal.pcbi.1005221. eCollection 2017 Jan.","Smoly I","PLoS Comput Biol","2017","2017/01/31","PMC5279721","","10.1371/journal.pcbi.1005221"
"27909051","The Chaperone Activity and Substrate Spectrum of Human Small Heat Shock Proteins","Mymrikov EV, Daake M, Richter B, Haslbeck M, Buchner J.","J Biol Chem. 2017 Jan 13;292(2):672-684. doi: 10.1074/jbc.M116.760413. Epub 2016 Nov 30.","Mymrikov EV","J Biol Chem","2017","2016/12/03","PMC5241741","","10.1074/jbc.M116.760413"
"33315891","Proteostasis is adaptive: Balancing chaperone holdases against foldases","de Graff AM, Mosedale DE, Sharp T, Dill KA, Grainger DJ.","PLoS Comput Biol. 2020 Dec 14;16(12):e1008460. doi: 10.1371/journal.pcbi.1008460. eCollection 2020 Dec.","de Graff AM","PLoS Comput Biol","2020","2020/12/14","PMC7769611","","10.1371/journal.pcbi.1008460"
"37144502","A network of DZF proteins controls alternative splicing regulation and fidelity","Haque N, Will A, Cook AG, Hogg JR.","Nucleic Acids Res. 2023 Jul 7;51(12):6411-6429. doi: 10.1093/nar/gkad351.","Haque N","Nucleic Acids Res","2023","2023/05/05","PMC10325889","","10.1093/nar/gkad351"
"39554013","Visualization of liquid-liquid phase transitions using a tiny G-quadruplex binding protein","Sahoo BR, Deng X, Wong EL, Clark N, Yang HJ, Kovalenko A, Subramanian V, Guzman BB, Harris SE, Dehury B, Miyashita E, Hoff JD, Kocman V, Saito H, Dominguez D, Plavec J, Bardwell JCA.","bioRxiv [Preprint]. 2025 Sep 5:2023.10.09.561572. doi: 10.1101/2023.10.09.561572.","Sahoo BR","bioRxiv","2025","2024/11/18","PMC11565804","","10.1101/2023.10.09.561572"
"40963025","Covariation MS uncovers a protein that controls cysteine catabolism","Xiao H, Ordonez M, Fink EC, Covington TA, Woldemichael HB, Chen J, Jain MS, Rohatgi MH, Wei SM, Burger N, Sharif MA, Jan J, Wang Y, Petrocelli JJ, Blackmore K, Smythers AL, Zhang B, Gilbert M, Cheong H, Khetarpal SA, Smith A, Bogoslavski D, Lei Y, Vaites LP, McAllister FE, Van Bruggen N, Donovan KA, Huttlin EL, Mills EL, Fischer ES, Chouchani ET.","Nature. 2025 Sep 17. doi: 10.1038/s41586-025-09535-5. Online ahead of print.","Xiao H","Nature","2025","2025/09/17","","","10.1038/s41586-025-09535-5"
"26246046","Nucleotide sequence composition adjacent to intronic splice sites improves splicing efficiency via its effect on pre-mRNA local folding in fungi","Zafrir Z, Tuller T.","RNA. 2015 Oct;21(10):1704-18. doi: 10.1261/rna.051268.115. Epub 2015 Aug 5.","Zafrir Z","RNA","2015","2015/08/07","PMC4574748","","10.1261/rna.051268.115"
"27492233","A Genome-Scale Investigation of How Sequence, Function, and Tree-Based Gene Properties Influence Phylogenetic Inference","Shen XX, Salichos L, Rokas A.","Genome Biol Evol. 2016 Sep 2;8(8):2565-80. doi: 10.1093/gbe/evw179.","Shen XX","Genome Biol Evol","2016","2016/08/06","PMC5010910","","10.1093/gbe/evw179"
"38412299","UPF1 ATPase autoinhibition and activation modulate RNA binding kinetics and NMD efficiency","Chapman JH, Youle AM, Grimme AL, Neuman KC, Hogg JR.","Nucleic Acids Res. 2024 May 22;52(9):5376-5391. doi: 10.1093/nar/gkae136.","Chapman JH","Nucleic Acids Res","2024","2024/02/27","PMC11109973","","10.1093/nar/gkae136"
"23705851","Computational modelling of the regulation of Insulin signalling by oxidative stress","Smith GR, Shanley DP.","BMC Syst Biol. 2013 May 24;7:41. doi: 10.1186/1752-0509-7-41.","Smith GR","BMC Syst Biol","2013","2013/05/28","PMC3668293","","10.1186/1752-0509-7-41"
"27429783","Biophysically inspired model for functionalized nanocarrier adhesion to cell surface: roles of protein expression and mechanical factors","Ramakrishnan N, Tourdot RW, Eckmann DM, Ayyaswamy PS, Muzykantov VR, Radhakrishnan R.","R Soc Open Sci. 2016 Jun 29;3(6):160260. doi: 10.1098/rsos.160260. eCollection 2016 Jun.","Ramakrishnan N","R Soc Open Sci","2016","2016/07/19","PMC4929918","","10.1098/rsos.160260"
"30245847","Context-dependent prediction of protein complexes by SiComPre","Rizzetto S, Moyseos P, Baldacci B, Priami C, Csikász-Nagy A.","NPJ Syst Biol Appl. 2018 Sep 17;4:37. doi: 10.1038/s41540-018-0073-0. eCollection 2018.","Rizzetto S","NPJ Syst Biol Appl","2018","2018/09/25","PMC6141528","","10.1038/s41540-018-0073-0"
"24449617","Lysine deacetylase (KDAC) regulatory pathways: an alternative approach to selective modulation","Van Dyke MW.","ChemMedChem. 2014 Mar;9(3):511-22. doi: 10.1002/cmdc.201300444. Epub 2014 Jan 21.","Van Dyke MW","ChemMedChem","2014","2014/01/23","PMC4105970","NIHMS577381","10.1002/cmdc.201300444"
"34858137","A Standardized Brain Molecular Atlas: A Resource for Systems Modeling and Simulation","Shichkova P, Coggan JS, Markram H, Keller D.","Front Mol Neurosci. 2021 Nov 10;14:604559. doi: 10.3389/fnmol.2021.604559. eCollection 2021.","Shichkova P","Front Mol Neurosci","2021","2021/12/03","PMC8631404","","10.3389/fnmol.2021.604559"
"24838764","APols-aided protein precipitation: a rapid method for concentrating proteins for proteomic analysis","Ning Z, Hawley B, Seebun D, Figeys D.","J Membr Biol. 2014 Oct;247(9-10):941-7. doi: 10.1007/s00232-014-9668-6. Epub 2014 May 18.","Ning Z","J Membr Biol","2014","2014/05/20","PMC4196042","","10.1007/s00232-014-9668-6"
"27848897","Bioinformatics and Drug Discovery","Xia X.","Curr Top Med Chem. 2017;17(15):1709-1726. doi: 10.2174/1568026617666161116143440.","Xia X","Curr Top Med Chem","2017","2016/11/17","PMC5421137","","10.2174/1568026617666161116143440"
"26514574","Complex stability and dynamic subunit interchange modulates the disparate activities of the yeast moonlighting proteins Hal3 and Vhs3","Abrie JA, Molero C, Ariño J, Strauss E.","Sci Rep. 2015 Oct 30;5:15774. doi: 10.1038/srep15774.","Abrie JA","Sci Rep","2015","2015/10/31","PMC4626798","","10.1038/srep15774"
"28292901","Bacterial proteostasis balances energy and chaperone utilization efficiently","Santra M, Farrell DW, Dill KA.","Proc Natl Acad Sci U S A. 2017 Mar 28;114(13):E2654-E2661. doi: 10.1073/pnas.1620646114. Epub 2017 Mar 14.","Santra M","Proc Natl Acad Sci U S A","2017","2017/03/16","PMC5380058","","10.1073/pnas.1620646114"
"28298210","Delineating functional principles of the bow tie structure of a kinase-phosphatase network in the budding yeast","Abd-Rabbo D, Michnick SW.","BMC Syst Biol. 2017 Mar 16;11(1):38. doi: 10.1186/s12918-017-0418-0.","Abd-Rabbo D","BMC Syst Biol","2017","2017/03/17","PMC5353956","","10.1186/s12918-017-0418-0"
